File,Length (s),Padding_Time
20221O78_20220421_040000_84288384.wav,2.832018,0.1679819999999998
20221O78_20220421_040000_84875904.wav,2.4,0.6000000000000001
20221O78_20220421_040000_85175424.wav,1.992018,1.007982
20221O78_20220421_040000_85453056.wav,2.064036,0.9359639999999998
20221O78_20220421_040000_86166144.wav,2.472018,0.5279820000000002
20221O78_20220421_040000_86472576.wav,2.208027,0.791973
20221O78_20220421_040000_86743296.wav,2.688027,0.311973
20221O78_20220421_040000_87079680.wav,2.376009,0.6239910000000002
20221O78_20220421_040000_87744384.wav,3.12,2.88
20221O78_20220421_040000_88032384.wav,2.712018,0.2879819999999999
20221O78_20220421_040000_88312320.wav,2.376009,0.6239910000000002
20221O78_20220421_040000_88560000.wav,3.072018,2.927982
20221O78_20220421_040000_88899840.wav,2.592018,0.407982
20221O78_20220421_040000_89183232.wav,2.04,0.96
20221O78_20220421_040000_89494272.wav,3.264036,2.735964
20221O78_20220421_040000_89998848.wav,3.456009,2.543991
20221O78_20220421_040000_90292608.wav,2.808027,0.1919729999999999
20221O78_20220421_040000_90565632.wav,3.504036,2.495964
20221O78_20220421_040000_90872064.wav,3.264036,2.735964
20221O78_20220421_040000_91759104.wav,3.84,2.16
20221O78_20220421_040000_92127744.wav,2.784036,0.215964
20221O78_20220421_040000_92741760.wav,3.432018,2.567982
20221O78_20220421_040000_93048192.wav,2.952018,0.0479820000000001
20221O78_20220421_040000_93825024.wav,5.546667,0.4533329999999997
20221O78_20220421_040000_94277632.wav,4.48,1.5199999999999996
20221O78_20220421_040000_94564352.wav,3.626667,2.373333
20221O78_20220421_040000_94887936.wav,4.096009,1.9039910000000004
20221O78_20220421_040000_95698944.wav,4.522676,1.4773240000000003
20221O78_20220421_040000_96049152.wav,3.541361,2.458639
20221O78_20220421_040000_96354304.wav,4.778685,1.2213149999999997
20221O78_20220421_040000_96657408.wav,3.712018,2.287982
20221O78_20220421_040000_96905216.wav,2.986667,0.0133329999999998
20221O78_20220421_040000_97626112.wav,3.498685,2.501315
20221O78_20220421_040000_97890304.wav,2.432018,0.5679820000000002
20221O78_20220421_040000_98674176.wav,2.496009,0.5039910000000001
20221O78_20220421_040000_98959360.wav,2.688027,0.311973
20221O78_20220421_040000_99231744.wav,2.56,0.4399999999999999
20221O78_20220421_040000_99467264.wav,2.773333,0.2266669999999999
20221O78_20220421_040000_99749376.wav,2.72,0.2799999999999998
20221O78_20220422_040000_113363968.wav,2.005351,0.994649
20221O78_20220422_040000_115236864.wav,2.816009,0.1839909999999998
20221O78_20220422_040000_122065920.wav,3.888027,2.111973
20221O78_20220422_040000_123519744.wav,3.408027,2.591973
20221O78_20220422_040000_124860672.wav,4.464036,1.535964
20221O78_20220422_040000_90408960.wav,1.24,1.76
20221O78_20220422_040000_90561024.wav,2.032018,0.967982
20221O78_20220422_040000_90758016.wav,1.848027,1.151973
20221O78_20220422_040000_90948864.wav,2.32,0.6800000000000002
20221O78_20220422_040000_91403520.wav,2.048027,0.9519730000000002
20221O78_20220422_040000_92534784.wav,2.368027,0.6319729999999999
20221O78_20220422_040000_92905920.wav,1.692018,1.307982
20221O78_20220422_040000_93187584.wav,1.824036,1.175964
20221O78_20220422_040000_93803520.wav,2.784036,0.215964
20221O78_20220422_040000_94341120.wav,2.336009,0.6639910000000002
20221O78_20220422_040000_94559232.wav,3.2,2.8
20221O78_20220422_040000_94883328.wav,2.272018,0.7279819999999999
20221O78_20220422_040000_95098368.wav,2.848027,0.1519729999999999
20221O78_20220422_040000_95424000.wav,1.92,1.08
20221O78_20220422_040000_96000000.wav,2.752018,0.2479819999999999
20221O78_20220422_040000_96307200.wav,2.432018,0.5679820000000002
20221O78_20220422_040000_96591360.wav,2.912018,0.0879819999999997
20221O78_20220422_040000_96863232.wav,2.784036,0.215964
20221O78_20220422_040000_97170432.wav,2.784036,0.215964
20221O78_20220422_040000_97428480.wav,2.24,0.7599999999999998
20221O78_20220422_040000_97794368.wav,1.848027,1.151973
20221O78_20220422_040000_98082816.wav,3.104036,2.895964
20221O78_20220422_040000_98810880.wav,3.232018,2.767982
20221O78_20220422_040000_99126272.wav,2.725351,0.2746490000000001
20221O78_20220422_040000_99418368.wav,2.8,0.2000000000000001
20221SW28_20220419_050000_146634624.wav,2.568027,0.4319730000000001
20221SW28_20220419_050000_146923776.wav,1.848027,1.151973
20221SW28_20220419_050000_147442176.wav,2.16,0.8399999999999999
20221SW28_20220420_040000_111084480.wav,0.646667,2.353333
20221SW28_20220420_040000_157102080.wav,2.352018,0.6479819999999998
20221SW28_20220420_040000_158103552.wav,2.616009,0.3839909999999999
20221SW28_20220420_040000_159001344.wav,1.92,1.08
20221SW28_20220420_040000_159571968.wav,1.632018,1.367982
20221SW28_20220420_040000_159976704.wav,1.92,1.08
20221SW28_20220420_040000_162849792.wav,3.456009,2.543991
20221SW28_20220420_050000_3339648.wav,3.156009,2.843991
20221SW28_20220421_040000_102418176.wav,1.232018,1.767982
20221SW28_20220421_040000_105205632.wav,1.176009,1.823991
20221SW28_20220421_040000_106036224.wav,1.082676,1.917324
20221SW28_20220421_040000_106384768.wav,1.306667,1.693333
20221SW28_20220421_040000_107266432.wav,2.968027,0.0319729999999998
20221SW28_20220421_040000_107585408.wav,2.912018,0.0879819999999997
20221SW28_20220421_040000_107876608.wav,3.434694,2.565306
20221SW28_20220421_040000_108212608.wav,2.781361,0.218639
20221SW28_20220421_040000_108548608.wav,2.52,0.48
20221SW28_20220421_040000_109342464.wav,1.605351,1.394649
20221SW28_20220421_040000_112220416.wav,1.978685,1.021315
20221SW28_20220421_040000_112740480.wav,1.704036,1.295964
20221SW28_20220421_040000_113185152.wav,2.4,0.6000000000000001
20221SW28_20220421_040000_113844096.wav,2.496009,0.5039910000000001
20221SW28_20220421_040000_114168960.wav,1.752018,1.247982
20221SW28_20220421_040000_114470784.wav,2.16,0.8399999999999999
20221SW28_20220421_040000_114877440.wav,2.832018,0.1679819999999998
20221SW28_20220421_040000_116058240.wav,2.28,0.7200000000000002
20221SW28_20220421_040000_116433408.wav,1.92,1.08
20221SW28_20220421_040000_116941056.wav,2.08,0.92
20221SW28_20220421_040000_126812928.wav,1.008027,1.991973
20221SW28_20220421_040000_130518528.wav,1.344036,1.655964
20221SW28_20220421_040000_83830080.wav,0.586667,2.413333
20221SW28_20220421_040000_84163072.wav,0.746667,2.253333
20221SW28_20220422_040000_114450560.wav,0.733333,2.266667
20221SW28_20220422_040000_116213760.wav,0.906667,2.093333
20221SW28_20220422_040000_116744320.wav,1.146667,1.853333
20221SW28_20220422_040000_117747840.wav,2.066667,0.9333330000000002
20221SW28_20220422_040000_118168960.wav,1.2,1.8
20221SW28_20220422_040000_118436480.wav,1.986667,1.013333
20221SW28_20220422_040000_118773120.wav,2.0,1.0
20221SW28_20220422_040000_119950080.wav,2.24,0.7599999999999998
20221SW28_20220422_040000_120567040.wav,2.533333,0.4666670000000001
20221SW28_20220422_040000_124371200.wav,2.36,0.6400000000000001
20221SW28_20220422_040000_125392000.wav,3.333333,2.666667
20221SW28_20220422_040000_125897472.wav,2.592018,0.407982
20221SW28_20220422_040000_129597696.wav,2.448027,0.5519729999999998
20221SW28_20220422_040000_130713984.wav,1.992018,1.007982
20221SW28_20220422_040000_131745024.wav,2.544036,0.4559639999999998
20221SW28_20220422_040000_134066304.wav,2.496009,0.5039910000000001
20221SW28_20220422_040000_136185600.wav,2.453333,0.5466669999999998
20221SW28_20220422_040000_137052160.wav,2.730703,0.2692969999999999
20221SW28_20220422_040000_138410944.wav,2.669342,0.3306580000000001
20221SW28_20220422_040000_140474880.wav,3.434694,2.565306
20221SW28_20220425_040000_114398784.wav,4.236009,1.763991
20221SW28_20220425_040000_115056576.wav,3.132018,2.867982
20221SW28_20220425_040000_116141184.wav,3.048027,2.951973
20221SW28_20220425_040000_117548800.wav,3.413333,2.586667
20221SW28_20220425_040000_118453760.wav,4.506667,1.4933329999999998
20221SW28_20220425_040000_119543040.wav,3.573333,2.426667
20221SW28_20220425_040000_120029440.wav,3.066667,2.933333
20221SW28_20220425_040000_123845120.wav,3.52,2.48
20221SW28_20220425_040000_141940736.wav,1.306667,1.693333
20221SW28_20220425_040000_142969344.wav,1.456009,1.543991
20221SW28_20220425_040000_167356224.wav,2.16,0.8399999999999999
20221SW28_20220425_040000_167601024.wav,2.976009,0.023991
20221SW28_20220425_040000_168504768.wav,2.628027,0.3719730000000001
20221SW28_20220425_040000_169507584.wav,2.28,0.7200000000000002
20221SW28_20220425_040000_169890048.wav,2.232018,0.7679819999999999
20221SW28_20220425_040000_170764416.wav,2.592018,0.407982
20221SW28_20220425_040000_67540032.wav,2.436009,0.5639910000000001
20221SW28_20220425_040000_67821696.wav,2.256009,0.7439909999999998
20221SW28_20220425_040000_68662656.wav,2.256009,0.7439909999999998
20221SW28_20220425_040000_69592896.wav,2.352018,0.6479819999999998
20221SW28_20220426_040000_125834240.wav,4.032018,1.967982
20221SW28_20220426_040000_152090240.wav,2.32,0.6800000000000002
20221SW28_20220426_040000_165323776.wav,2.645351,0.3546490000000002
20221SW28_20220426_040000_165672960.wav,2.752018,0.2479819999999999
20221SW28_20220426_040000_166514688.wav,2.389342,0.6106579999999999
20221SW28_20220426_040000_166775808.wav,2.325351,0.674649
20221SW28_20220426_040000_167145472.wav,1.6,1.4
20221SW28_20220426_040000_167411712.wav,2.368027,0.6319729999999999
20221SW28_20220426_040000_170024960.wav,2.773333,0.2266669999999999
20221SW28_20220426_040000_170928128.wav,1.749342,1.250658
20221SW28_20220426_040000_61430656.wav,1.782676,1.217324
20221SW28_20220426_040000_61616576.wav,2.230703,0.7692969999999999
20221SW28_20220426_040000_61883584.wav,1.885351,1.114649
20221SW28_20220426_040000_62087424.wav,2.604036,0.3959640000000002
20221SW28_20220426_040000_62332480.wav,2.361361,0.638639
20221SW28_20220426_040000_62888896.wav,2.986667,0.0133329999999998
20221SW28_20220426_040000_63635712.wav,2.333333,0.6666669999999999
20221SW28_20220426_040000_63972608.wav,1.726667,1.273333
20221SW28_20220426_040000_64274560.wav,1.904036,1.095964
20221SW28_20220426_040000_69515520.wav,2.384036,0.615964
